,Mixed characteristic of cells,Circularity of daughter cell,Circularity of mother cell,Mixed phase characteristic of mother cells,Min intensity of daughter cell,Mixed phase characteristic of daughter cells,Min intensity of mother cell (phase),Mixed ratio characteristic of mother cells,Max intensity of daughter cell (phase),Mixed movement characteristic of mother cells,Minimum of Euclidean distance,Mixed movement characteristic of daughter cells,Minimum of daughter Euclidean distance,Label,Class
0,369.2773401887334,0.8212046371408842,0.8970463816942971,610.7001346527027,0.5094690322875977,2356.8497764087333,0.0162673946470022,0.9317038333725401,0.4401028454303741,17.05074657290235,1.0620250513096503,36294.48134976253,14.161159089256842,0,Noise
1,348.35095030638115,0.9311076060288432,0.6986909449872617,609.5217486605133,0.0184731390327215,1306.686032575994,0.0164214354008436,0.8293030550941135,0.6064270734786987,168.37328361218727,3.108965864347946,1761.2923944787253,183.20172638663723,1,Mitosis
2,386.7808810728779,0.5592851603267639,0.8679309780199282,1093.5515903034538,0.4433641731739044,658.2109840473557,0.0166220087558031,0.6166738967514263,0.1994617730379104,15.400865121263273,1.4749185917772605,58077.897127142045,20.366626661557184,0,Noise
3,233.69955499844096,0.7235913443817908,0.4409322523025782,770.550457471359,0.0579912140965461,1162.862068118852,0.0157462824136018,1.3395496269424896,0.5186806321144104,7.2675235394320845,0.6547794853821226,31271.751768182898,28.76484824025061,0,Noise
4,269.17396832862516,0.7077697289231901,0.7509880153985071,1151.0755595063035,0.0323126837611198,1000.8148383704731,0.0379197299480438,3.0751315228654805,0.5926178097724915,40.76057743046844,1.1041296593838017,112691.96252788906,12.373334783610412,1,Mitosis
5,87.76127838437341,0.9696783081106224,0.96047384036756,984.8826318027719,0.6220423579216003,873.5505089363053,0.0096467537805438,1.8736412840438956,0.2321713417768478,62.81361289916554,1.6305262054046197,82.0844115145266,22.362407870166003,0,Noise
6,126.91274499942838,0.9169960589843568,0.9203983269920952,709.6131966460962,0.5775618553161621,981.6291579366732,0.0155951995402574,1.1011862338310778,0.1715294271707534,87.6339995367225,1.0724225301995214,69.74523122281211,19.24013213745254,0,Noise
7,93.88658959409818,0.7749447327003259,0.7792842309900876,829.3255683414762,0.5330070853233337,808.3621095295117,0.0120161520317196,2.8281009089838274,0.4219118058681488,1.4777782414852274,0.3221338815348482,3.8504423324197403,17.72745086784775,0,Noise
8,396.9149457019711,0.9411717357733111,0.8895127906544397,1051.5303983899698,0.1237903982400894,1486.1583473838205,0.0033173733390867,1.3069706464397082,0.4238643944263458,70.06441476087434,0.6581744125549641,295412.519665936,13.40475048840002,1,Mitosis
9,137.52929502974044,0.9537412806734572,0.8875062564598587,1564.247745154267,0.4163983464241028,889.2178157669904,0.0115333367139101,2.3713234483533965,0.6081916689872742,2.441304006990418,1.160747758341979,31577.223605624404,26.62828584654321,0,Noise
10,54.23236256780073,0.959678561999594,0.9252479880735298,2356.8269866581027,0.6521763205528259,1339.2249772736054,0.0040040258318185,2.3804535992322036,0.4498473405838012,48.95945694461208,1.0620250513096503,40399.06736587509,17.48860511822917,0,Noise
11,79.68337347273379,0.7667194066501041,0.726455647892864,718.6335966144172,0.631514310836792,961.5490033537858,0.0032546983566135,2.792958402701617,0.2461948245763778,2.5225015868390703,0.6641981177193483,63.73514142868912,78.404494672879,0,Noise
12,49.65384411008092,0.9233340991343356,0.9407891636241604,611.3092860875797,0.578882098197937,1414.068810704016,0.0106230974197387,1.7014970475891635,0.4522897005081177,101.34913357341388,1.4317787067608556,62735.27245293387,25.43983670241125,0,Noise
13,118.39151562977644,0.974630320186423,0.9747035109656188,1655.5429421467377,0.5954737663269043,611.3431882061475,0.0032246811315417,1.7200103633570103,0.1966735273599624,60.250594613555094,0.4359217497926915,65424.09597678923,24.398248783624428,0,Noise
14,65.90657513030145,0.7108534464272879,0.84405724511483,680.8865316005684,0.5877817273139954,1501.8822792659798,0.0165133252739906,1.942876991808184,0.4401962459087372,12.903159838180068,2.9873178242902068,7863.421550315995,169.94161990684373,0,Noise
15,198.28507307758034,0.7798586907494284,0.7833817704424811,746.3433883090512,0.0347748063504695,621.010407211141,0.0188885871320962,1.4590902653760014,0.2407972067594528,8.321399481787067,1.202385824071636,18894.288370692702,179.07577527631315,0,Noise
16,215.2652000803631,0.8813348823649017,0.6951854152019847,977.740501614567,0.3663953840732574,816.5437610133979,0.0099140610545873,1.938682745007995,0.2001249641180038,146.53799112116437,0.6547794853821226,245.47294902746995,398.3485552640406,0,Noise
17,129.7912837442705,0.9546247423018338,0.9181516702809304,1509.8447309840592,0.5477319955825806,1738.4110823390363,0.0033488136250525,1.725610215054107,0.3475512564182281,2.547421204504137,3.324649175520233,10.436236290891536,175.76421740356838,0,Noise
18,38.16837909700352,0.9347601314783206,0.9363018717773516,1182.7686926140993,0.6151127815246582,1253.7067009860018,0.0169995948672294,1.6375964474399767,0.5744391679763794,0.9535623100264853,1.7355820055418076,0.4356077975828847,47.03315496345482,0,Noise
19,53.34350057725065,0.7613072467602602,0.8423761997936422,995.9842592806333,0.5551857352256775,1408.1198437593605,0.0163719616830348,1.3816135885725758,0.5040266513824463,108.25115868659694,1.3052116422157745,55.00969807787371,19.92608571583689,0,Noise
20,68.6178290848877,0.6882195939010077,0.7831580912915301,1107.5879470803022,0.5653475522994995,985.4513807390556,0.0120303463190793,1.0762077808883155,0.7228531241416931,87.68263268848338,3.5797947708239874,18835.864433948587,151.1691153722501,0,Noise
21,72.93034296746332,0.3545981128816044,0.621064901655258,1044.75651756551,0.5774839520454407,1433.7386502025463,0.0165648274123668,1.0863975654091302,0.7268283367156982,0.3606190922880978,0.978115385805859,740.7398834493139,398.4817552285172,0,Noise
22,31.686576020514586,0.8408712198722855,0.8883383149107495,1202.9333117467015,0.650766134262085,801.5818888296736,0.0033477714750915,1.6485015291818583,0.3632523417472839,0.9612417660513494,1.7587246074634384,2.6014232179386587,452.9912633929914,1,Mitosis
23,109.52929371311603,0.6290503855526396,0.5079333549158722,663.5231792637119,0.5418659448623657,944.2168756425617,0.0100127682089805,1.4854248996324215,0.2586551606655121,0.9413413257016575,2.506643989505692,21981.693456767724,336.7994019351408,0,Noise
24,100.00855160182985,0.8852916957162693,0.9368670680934706,1252.7053551755582,0.4029407501220703,1281.3010838940495,0.0121394023299217,2.853939272361463,0.541943371295929,45.66454662526008,1.7846691645521802,369815.6470321878,22.582375292782448,0,Noise
25,68.65222646076589,0.9010493619921804,0.8649885521282816,886.6089547222035,0.548560619354248,509.4911672659626,0.0167499743402004,1.1576370044862663,0.1990148872137069,0.8363319571648876,1.2449482091098545,3951.4450205718913,286.8111616214287,0,Noise
26,81.62128464219875,0.9359645410180254,0.9333968240430844,517.9128278053917,0.6094455718994141,2135.117349548337,0.0165005903691053,0.8539898306130175,0.4561446607112884,335.23074315980824,0.8908582115844018,142368.6149403839,38.16986123950765,0,Noise
27,112.39217662019668,0.8628949246502974,0.8640816880633406,517.9128277862245,0.5390657782554626,2135.117349548337,0.0165005903691053,1.2442207403275216,0.4561446607112884,0.6448683863174919,2.1690827403029287,127913.54982659545,39.66807093201936,0,Noise
28,35.492321799435196,0.930611856179334,0.9236226819693514,1773.4313020239128,0.5598334074020386,716.8491216292377,0.029482964426279,1.1409398267642068,0.6648675203323364,78.23976898410265,0.1004473662637839,23.130823217186574,535.1956325946461,0,Noise
29,44.73804410129586,0.9445542990639824,0.9600106458201554,707.9473407062543,0.1104170158505439,1595.0986147681679,0.0400327369570732,0.9479999010086416,0.5516107678413391,2.919022394566767,3.57301146781966,7.243314573509513,594.1992101185733,0,Noise
30,33.943964880352354,0.9400999862442851,0.9488958826353542,1185.8907437960497,0.5711942315101624,1197.9606217983498,0.0276110731065273,1.37852762734849,0.7313370108604431,0.2326643557478519,0.129206094577627,4777.7712609393075,792.4963331018337,0,Noise
31,105.51014556015706,0.6154313249234492,0.6453634237234883,2219.762850064732,0.0960815474390983,1312.4029570812206,0.0188434030860662,1.5668286399321616,0.317789763212204,9.472610464745516,0.4378246060559167,12.354230982200454,297.3022952096095,0,Noise
32,303.58787052642845,0.6255563286868505,0.2414176951226267,832.3653584744069,0.0017215699190273,944.6267455091836,0.0361079461872577,2.251478729069257,0.4910525381565094,11.126772128950773,0.5337864759104111,15597.1669397254,388.4791493858654,1,Mitosis
33,99.32974198509199,0.8223598463606444,0.7983568990380242,951.6160024511792,0.4616223871707916,673.0863236474733,0.040459107607603,2.936047334150134,0.2029652744531631,12.961078915302052,1.700573672377802,209.33420869528678,596.995041478068,1,Mitosis
34,139.17842871921184,0.9133761419538204,0.6391560416190907,1207.729366646256,0.4499416649341583,1058.7824920046942,0.0368043147027492,3.267765390504449,0.2728481292724609,85.84873836611686,1.118242956691693,34465.82415678408,16.410502972271118,1,Mitosis
35,168.41030788681948,0.6341110120205586,0.7163420393968741,1359.534731376759,0.3643901646137237,1150.2596600511026,0.0189354307949543,1.3267980556729404,0.5241339206695557,5.954204286976101,0.7326784067295926,15.67785758077692,529.4733193872019,1,Mitosis
36,144.3139278083312,0.6792540344367618,0.5254354289698611,849.8770520770661,0.4313491284847259,725.5492540710082,0.0387844406068325,3.314188824114532,0.5190927982330322,13.390576862548132,2.258136388376191,47.27749392311964,645.6114366734811,1,Mitosis
37,155.03515423452063,0.8456160820975892,0.4994452797341457,1085.110172910722,0.0224425047636032,1142.1983528962912,0.0403911806643009,2.3479239968401404,0.5862075686454773,58.574313259559844,0.8036672444101848,82454.43293385238,18.53882799011847,1,Mitosis
38,77.49627472588475,0.9122768901744622,0.3970091223754324,763.802964464236,0.1998299807310104,517.4314012308241,0.0414112880825996,1.7018389492319221,0.3052340447902679,7.98709589713251,1.80367731549995,145892.82761302163,15.43776998429537,1,Mitosis
39,193.06380483948053,0.4939175499349785,0.4373295734241989,846.1176884712754,0.110693410038948,873.20808301495,0.034351896494627,1.504912321871564,0.5736088156700134,107.92395243784571,0.8036672444101848,63801.96193173644,556.0395371044576,1,Mitosis
40,203.54292380175815,0.7296912739492863,0.5491605197358863,1126.4998034276764,0.0708347260951995,1042.5121572280457,0.0324853397905826,1.5416337730719916,0.4931719899177551,8.06912474282381,0.2608631677481869,70647.36891958192,22.88567311627779,1,Mitosis
41,407.1610516423037,0.5362890946963378,0.5365983828010172,1172.0261779761527,0.0378969237208366,524.0872676063212,0.0369739048182964,1.4607685749334949,0.2985804975032806,24.060938408576533,0.1675336091892776,39723.85035821688,56.211224289708106,1,Mitosis
42,331.77788766809203,0.7806893217748293,0.9144058444191924,1805.5207962733123,0.0659344941377639,2530.623852246836,0.0403610579669475,2.9367250087619707,0.3840780854225158,244.30167483126982,1.043122569938666,73700.35365192946,28.526976741440983,1,Mitosis
43,284.09717425487753,0.7151746691319734,0.8902285370675586,900.8854142883076,0.0543846040964126,1584.2222608543818,0.0308681316673755,2.675967592413398,0.4830237925052643,7.330134008851191,1.4510688948995187,505.8572107896957,15.684636318728744,1,Mitosis
44,143.08273518252557,0.6666568204449466,0.6795212816503609,725.1689207346982,0.2916190326213836,775.8999822167495,0.0263270214200019,2.94739129171945,0.2962933182716369,41.01754364862589,0.872604219288105,5669.737523764158,583.6453620398787,1,Mitosis
45,137.1995937032271,0.8844010668869463,0.824089480114608,1140.0604098793228,0.4087594151496887,636.4493359954951,0.0358041673898696,1.8127881182494205,0.18921659886837,119.21288858476943,1.8944094269272735,69.03593490131902,85.64587695918588,1,Mitosis
46,232.28626290719922,0.7090166147120459,0.6660316078685076,1212.66581424261,0.0179304964840412,1432.6079816390452,0.0210082978010177,1.0311672700105254,0.4717967212200165,3.1958613862906278,3.2935961364750246,51800.56402973733,21.37989187691373,1,Mitosis
