Closed Euclidean distance from neighbor,Area of mother cell,Major axis of mother cell,Minor axis of mother cell,Circularity of mother cell,Mean intensity of mother cell,Max intensity of mother cell,Min intensity of mother cell,Area of daughter cell,Major axis of daughter cell,Minor axis of daughter cell,Circularity of daughter cell,Mean intensity of daughter cell,Max intensity of daughter cell,Min intensity of daughter cell,Area of mother cell (phase),Major axis of mother cell (phase),Minor axis of mother cell (phase),Circularity of mother cell (phase),Mean intensity of mother cell (phase),Max intensity of mother cell (phase),Min intensity of mother cell (phase),Area of daughter cell (phase),Major axis of daughter cell (phase),Minor axis of daughter cell (phase),Circularity of daughter cell (phase),Mean intensity of daughter cell (phase),Max intensity of daughter cell (phase),Min intensity of daughter cell (phase),Area ratio,Major axis ratio,Minor axis ratio,Circularity ratio,Mean intensity ratio,Max intensity ratio,Min intensity ratio,Area ratio (phase),Major axis ratio (phase),Minor axis ratio (phase),Circularity ratio (phase),Mean intensity ratio (phase),Max intensity ratio (phase),Min intensity ratio (phase),Area diff,Major axis diff,Minor axis diff,Circularity diff,Mean intensity diff,Max intensity diff,Min intensity diff,Area diff (phase),Major axis diff (phase),Minor axis diff (phase),Circularity diff (phase),Mean intensity diff (phase),Max intensity diff (phase),Min intensity diff (phase),Minimum of Euclidean distance,Maximum of Euclidean distance,Variance of Euclidean distance,Mean of Euclidean distance,Range of Euclidean distance,Minimum of daughter Euclidean distance,Maximum of daughter Euclidean distance,Variance of daughter Euclidean distance,Mean of daughter Euclidean distance,Range of daughter Euclidean distance,Range of circularity,Range of major axis,Range of minor axis,Range of area,Range of extent,Range of mean intensity,Range of max intensity,SD of circularity,SD of major axis,SD of minor axis,SD of area,SD of extent,SD of mean intensity,SD of max intensity,Path length
394.67060234963265,32.0,6.814538429479187,6.118583659079226,0.4402564746693831,0.4752642214298248,0.699522078037262,0.022462448105216,27.0,7.151912068298414,4.844886447213672,0.735591538833773,0.4929112792015075,0.6981063485145569,0.2551082074642181,1154.0,44.01436830190045,38.07709142093152,0.5015891887222897,0.1699907630681991,0.3842794895172119,0.0353034660220146,1106.0,55.346301945705314,27.88783696401695,0.8637742734617345,0.1235725283622741,0.3240424692630768,0.0315995253622531,1.1851851851851851,0.9528274906629975,1.2628951629192602,0.5985067138855047,0.9641983080600831,1.002027956808755,0.08805066810077689,1.0433996383363473,0.7952540053187025,1.3653655344464877,0.5806947534013471,1.3756355504019628,1.1858923627854199,1.1172150726094767,5.0,-0.3373736388192272,1.2736972118655538,-0.2953350641643899,-0.01764705777168274,0.0014157295227050781,-0.23264575935900209,48.0,-11.331933643804867,10.189254456914565,-0.3621850847394448,0.046418234705925,0.06023702025413513,0.0037039406597614982,0.46762632535528825,1.4399927146985074,0.1354522736534276,0.9123379683853523,0.9723663893432192,394.67060234963265,689.7991199378079,8844.267210954304,451.76229180437065,295.1285175881752,0.3179559456185713,1.721102562568288,0.6826226004170248,10.0,0.17619047619047623,0.12472426891326904,0.2684754729270935,0.09289347372344944,0.48558331811647204,0.17556991686751308,2.788866755113585,0.05083524469059454,0.037046130826348105,0.07927759043927662,10.0
72.82608871484648,124.0,14.492196646316096,10.993762451833083,0.6515580683893893,0.6995053291320801,1.0388470888137815,0.2421339452266693,69.0,10.734098803267,8.447589809249479,0.6169703405423764,0.6852515339851379,1.0142550468444824,0.1779654026031494,936.0,42.49904502214947,29.36189962450305,0.7229658657707652,0.2313072383403778,0.6059632897377014,0.0408599972724914,970.0,43.56665919050451,29.60270347950984,0.7336933945220329,0.229295551776886,0.601152241230011,0.0353326611220836,1.7971014492753623,1.350108370709732,1.3014081767791017,1.0560606006061928,1.0208008219464288,1.0242464082834086,1.360567513038539,0.9649484536082474,0.9754946973628005,0.9918654775847257,0.9853787306368539,1.0087733344493717,1.0080030451152384,1.156437018182961,55.0,3.7580978430490948,2.5461726425836044,0.03458772784701292,0.014253795146942139,0.024592041969299094,0.06416854262351993,-34.0,-1.0676141683550426,-0.24080385500679213,-0.010727528751267701,0.0020116865634918213,0.00481104850769043,0.005527336150407798,0.5653493404106188,7.165294784221888,6.792819982165976,2.8077230004077833,6.599945443811269,72.82608871484648,313.9140250408263,11451.760783185837,160.72459467545545,241.0879363259798,0.04956207463318085,4.070642568610136,5.225438718808505,76.0,0.04797979797979801,0.23974931240081787,0.06397819519042969,0.020200803116253215,1.61014486891792,2.115526702835777,31.09528367239422,0.015378317928608765,0.0807462025684572,0.01893588115650131,7.0
279.21779770657827,58.0,9.203051172488925,8.043175488979127,0.4859828345223507,0.6920500993728638,1.0215133428573608,0.2363622635602951,26.0,7.656106540377183,4.242572009733993,0.8324219966378947,1.0196363925933838,1.0750640630722046,0.9449416399002076,1402.0,64.90430241274278,28.204428919141552,0.9006457451753578,0.2019192576408386,0.5872695446014404,0.0254084225744009,1349.0,53.02426351581443,34.9555528000772,0.7519352814758739,0.1852800399065017,0.5066624283790588,0.0322557426989078,2.230769230769231,1.202053697130961,1.8958253320215135,0.5838178670016023,0.6787224390968196,0.9501883449979602,0.25013424488866487,1.039288361749444,1.2240491071297037,0.8068654808708751,1.1977702966771289,1.0898057758554758,1.1590943233747648,0.7877177968455598,32.0,1.5469446321117415,3.800603479245134,-0.34643916211554404,-0.32758629322052,-0.05355072021484375,-0.7085793763399125,53.0,11.880038896928347,-6.751123880935648,0.14871046369948393,0.01663921773433691,0.08060711622238159,-0.006847320124506898,6.316324658677369,9.059642370664262,1.88144801722525,7.687983514670815,2.743317711986893,279.21779770657827,286.94889722180466,14.94247492858343,283.08334746419143,7.73109951522639,0.34643916211554404,5.23415834470359,3.4271608288913376,56.0,0.12301587301587302,0.32758629322052,0.06117236614227295,0.15620406329076333,2.208470560168031,1.4013359494321767,22.939534045447004,0.05344492210296074,0.14673102131622007,0.027218922138868097,4.0
8.610090952337858,176.0,16.521298255368468,13.645951531987691,0.5637269517723089,0.4456898868083954,1.013960599899292,0.0455825105309486,78.0,10.635906381198811,9.426300532855558,0.4631661219593628,0.7112458944320679,1.04412841796875,0.183269128203392,699.0,32.53669140026002,28.25497167201119,0.4958584768554234,0.2528367042541504,0.578446626663208,0.0374860540032386,1790.0,77.88272154446499,35.66487844234238,0.8889879641707781,0.2467198371887207,0.7197144031524658,0.0254156365990638,2.2564102564102564,1.5533512296209486,1.4476465591590737,1.2171161167564175,0.6266326319736161,0.9711071765213071,0.24871897944732485,0.3905027932960894,0.4177652084446496,0.7922351878386348,0.5577786166294677,1.0247927654911297,0.8037168967711609,1.4749209155996281,98.0,5.885391874169656,4.219650999132133,0.10056082981294612,-0.2655560076236725,-0.030167818069458008,-0.1376866176724434,-1091.0,-45.34603014420497,-7.409906770331187,-0.3931294873153547,0.0061168670654296875,-0.1412677764892578,0.012070417404174801,0.5007649320473587,7.658329566563368,8.639048721701965,2.6167972864252205,7.157564634516009,8.610090952337858,364.470511576085,22692.586698384148,103.70030452910648,355.86042062374713,0.3574917074294012,9.283697654519841,8.887238414566841,153.0,0.182677616501146,0.5553227961063387,0.05853271484375,0.14072858437229974,3.129889168667431,2.936787823884276,52.04997598462462,0.06282021497045528,0.1964480328046124,0.02069157905977116,6.0
93.17840796990234,39.0,11.430890213955468,4.655816712283407,0.913293836572344,0.918679177761078,1.0919370651245115,0.6349935531616211,38.0,11.356272771352971,4.717991678026687,0.9096148841546088,0.9653319120407104,1.0973482131958008,0.7445200681686401,1267.0,102.91936449997785,18.9028675762946,0.9829885637313498,0.2087513655424118,0.5396602749824524,0.0410314910113811,1274.0,103.11094543974424,18.79140256907181,0.983253244423386,0.2079391628503799,0.5305947661399841,0.0354644022881984,1.0263157894736843,1.0065705926675805,0.9868217305187608,1.0040445165111325,0.9516718201297121,0.995068886971137,0.8528897746484781,0.9945054945054945,0.9981419922109205,1.0059317023736294,0.9997308112701002,1.003905963075442,1.017085560244815,1.156976809532619,1.0,0.07461744260249681,-0.06217496574327974,0.003678952417735193,-0.04665273427963246,-0.0054111480712892845,-0.10952651500701904,-7.0,-0.19158093976639634,0.11146500722279029,-0.00026468069203622324,0.0008122026920319159,0.009065508842468262,0.005567088723182699,0.42765147653617863,22.20509083351272,71.8421219352621,5.334878749879351,21.77743935697654,93.17840796990234,268.19888375728414,5774.7216178633325,169.6141236493674,175.0204757873818,0.3789644855480997,1.4579398481873511,4.770255162549288,14.0,0.25,0.10518103837966908,0.058072805404663086,0.13904205246382045,0.5817456466486285,1.771967015123033,4.374801582802228,0.09330948948820457,0.03245109287711261,0.024754791826149796,7.0
194.3790487086195,56.0,10.169013128224352,7.573405978847936,0.6673398966688865,0.5394562482833862,0.8861850500106812,0.0961026921868324,59.0,12.757160833921224,7.460325474842835,0.8111810283960347,0.5151529908180237,0.845126211643219,0.0804716497659683,2070.0,123.36891783434362,35.694811093127115,0.9572282328788444,0.1501262336969375,0.4792480766773224,0.0376849733293056,954.0,42.60383364141784,29.59869564037008,0.7192585082744479,0.2145734429359436,0.496533453464508,0.0358742102980613,0.9491525423728814,0.7971219662908849,1.0151575831894228,0.8226769035617508,1.0471767764111606,1.0485830847532578,1.1942428478392464,2.169811320754717,2.8957233959905664,1.2059589222047493,1.3308542365043448,0.6996496474251688,0.9651878908327751,1.0504753419294683,-3.0,-2.5881477056968727,0.11308050400510083,-0.14384113172714819,0.02430325746536255,0.04105883836746216,0.015631042420864105,1116.0,80.76508419292577,6.096115452757033,0.23796972460439647,-0.0644472092390061,-0.017285376787185613,0.0018107630312442988,0.26074978693928147,3.0787173593739605,0.7316806119891893,1.1812612266135925,2.817967572434679,194.3790487086195,320.83655890878856,1970.6609637467532,259.2499640639677,126.45751020016905,0.456572691692262,4.108773526337634,4.2869804610732505,36.0,0.09370370370370373,0.06189173460006714,0.2081487774848938,0.1527751783455802,1.7703272982697176,1.0288522805975129,12.959576277176296,0.03372504170231411,0.017935757121512286,0.07566871671562671,10.0
554.9031043581361,185.0,15.99416827523578,14.832229276249642,0.374189322548568,0.3959431052207947,1.0319697856903076,0.0009501259191893,90.0,11.448286499422297,10.051052174145354,0.4787476821164897,0.4139466881752014,0.9479718804359436,0.0471607707440853,849.0,45.15088101202085,25.65901511723105,0.8228249595113171,0.2286048829555511,0.5496365427970886,0.0393326692283153,592.0,62.62803373656072,12.38970987332218,0.9802363253072828,0.3689757287502289,0.802981436252594,0.0268115922808647,2.0555555555555554,1.3970796656812245,1.4756892133545045,0.7816002803278734,0.9565074840101467,1.088608013579196,0.020146530775442442,1.4341216216216217,0.7209372275991297,2.0709940248464296,0.8394148821748463,0.6195661804906979,0.6844947068292988,1.467002362869244,95.0,4.545881775813482,4.781177102104287,-0.1045583595679217,-0.01800358295440674,0.08399790525436401,-0.046210644824896,257.0,-17.47715272453987,13.26930524390887,-0.1574113657959657,-0.1403708457946778,-0.25334489345550537,0.012521076947450596,1.1733361848233121,8.393642644313765,13.03320634223989,4.783489414568539,7.220306459490453,554.9031043581361,563.6807454311147,19.261745701510023,559.2919248946255,8.777641072978554,0.31634415379902536,9.71826564685417,8.923850896819175,159.0,0.1517857142857143,0.23553699254989624,0.19763797521591187,0.13159673114669326,3.9676355254205493,3.6433618414989093,65.32142748661337,0.06610865111420881,0.1070423530658595,0.08098729861694501,4.0
26.56912914616667,47.0,11.283711381305404,5.413185248072049,0.8774137237566402,0.5361720323562622,0.6981974244117737,0.3105199337005615,220.0,19.39394308865548,14.761775394453968,0.6485713086370694,0.3933968842029571,0.9531447887420654,0.0217337142676115,1013.0,58.01725745047516,24.305654050090965,0.9080146803510926,0.1895532011985778,0.4434269070625305,0.0408702455461025,799.0,40.96307780499386,25.469120439262603,0.7832094333397606,0.2014264613389969,0.4667236804962158,0.0372061505913734,0.21363636363636362,0.5818162572574439,0.3667028594748701,1.3528407934055369,1.3629290263510223,0.7325197941156827,14.287476584861128,1.2678347934918648,1.4163305239578996,0.9543185485362083,1.159351051836975,0.9410541193967727,0.9500844409503362,1.09848089352137,-173.0,-8.110231707350076,-9.34859014638192,0.22884241511957082,0.1427751481533051,-0.25494736433029175,0.28878621943295,214.0,17.054179645481298,-1.1634663891716386,0.124805247011332,-0.01187326014041909,-0.023296773433685303,0.003664094954729101,3.032606089225928,14.894649944136598,17.019043773732204,8.022675201870607,11.86204385491067,26.56912914616667,150.98778064807934,1988.822690085794,112.88839150368544,124.41865150191266,0.4358255228279819,10.830291386107756,9.125133075725545,187.0,0.3260971055088703,0.247393399477005,0.29366183280944824,0.17022688960266405,3.7119199356855983,3.3582541884155415,61.82884080714723,0.11903876575297996,0.0860267375605143,0.12297183614009924,7.0
38.455757183675104,277.0,28.97561750827625,12.872841527030692,0.8958956148842074,0.4730351269245147,1.0485363006591797,0.1093586757779121,231.0,27.35173692569608,11.337447783531676,0.9100467668923736,0.5868757367134094,1.0690454244613647,0.149518147110939,1136.0,56.92697291998768,28.36594566183503,0.8670123998085572,0.2389978021383285,0.5666500329971313,0.0369555503129959,1081.0,50.16603898411244,29.71050488292577,0.8057591262585255,0.1613122969865799,0.4006946682929992,0.02595323510468,1.199134199134199,1.0593702910711527,1.1354267532529911,0.9844500826518076,0.8060226336389047,0.9808154795550259,0.7314073769036912,1.0508788159111933,1.1347711334757051,0.9547446525601307,1.0760193357467214,1.4815845202316567,1.4141691363429396,1.4239284684140172,46.0,1.6238805825801705,1.5353937434990161,-0.01415115200816619,-0.11384060978889471,-0.02050912380218506,-0.0401594713330269,55.0,6.760933935875244,-1.3445592210907371,0.06125327355003163,0.0776855051517486,0.16595536470413214,0.011002315208315898,1.7458604749588382,2.7446004841152734,0.2172412934411555,2.0855521166850566,0.9987400091564351,38.455757183675104,42.54427210757322,2.9008553314096175,40.73966329565167,4.088514923898117,0.10575707712837146,7.128123400109671,19.308238667958413,237.0,0.12124060150375937,0.38347330689430237,0.10088425874710072,0.040700897790426085,2.6712111049123144,7.665026586435208,91.23150497498109,0.046725701977281535,0.1423440763272002,0.04374380379829675,5.0
41.41309346817143,166.0,20.318043992002423,10.562788519906292,0.854243980649255,0.4789827764034271,0.7439329624176025,0.1443950831890106,114.0,17.30397417357394,8.579503092055834,0.8684303756969839,0.5345157384872437,0.7291322946548462,0.2548538148403168,887.0,58.36138837795908,19.93222829925568,0.9398704793358144,0.2070036977529525,0.515945315361023,0.0256488695740699,857.0,56.846526358979816,19.584656657402725,0.9387796791522182,0.2118152379989624,0.5186348557472229,0.0313169956207275,1.456140350877193,1.1741836752756756,1.2311655356458668,0.983664326531251,0.8961060300282593,1.0202990155164675,0.5665800344385032,1.0350058343057176,1.0266482776698276,1.0177471399133045,1.0011619341660456,0.9772842582457005,0.9948141927670384,0.8190079880170215,52.0,3.0140698184284815,1.9832854278504577,-0.014186395047728895,-0.05553296208381653,0.014800667762756348,-0.11045873165130618,30.0,1.5148620189792652,0.3475716418529551,0.0010908001835961967,-0.00481154024600991,-0.002689540386199951,-0.005668126046657597,0.7017699362633347,1.4329620881483172,0.09476793920166227,1.014163825352447,0.7311921518849824,41.41309346817143,43.83618781717068,1.2582695958039591,42.25067191061452,2.42309434899925,0.10278392826416705,6.1043669295364715,14.973218510142722,203.0,0.1341991341991342,0.32555750012397766,0.17372667789459217,0.04212132701314509,2.269808225324927,5.424838046221533,74.15987796645838,0.05477261944113939,0.11761395845209215,0.07453451780649627,5.0
